GEOID,NAME,ADI,geometry
39035152400,"Census Tract 1524, Cuyahoga County, Ohio",103.59205777362361,"list(list(c(-81.54994, -81.548809, -81.540263, -81.540253, -81.540223, -81.54019, -81.549883, -81.54994, 41.595134, 41.595845, 41.595905, 41.595604, 41.591835, 41.588983, 41.588947, 41.595134)))"
39035192300,"Census Tract 1923, Cuyahoga County, Ohio",81.79493640617812,"list(list(c(-81.685656, -81.685598, -81.68393, -81.681801, -81.677948, -81.679318, -81.677331, -81.676971, -81.672906, -81.666592, -81.668691, -81.669173, -81.668442, -81.665672, -81.663576, -81.663422, -81.660686, -81.657553, -81.655931, -81.654438, -81.654578, -81.652321, -81.651853, -81.652893, -81.653502, -81.654611, -81.652719, -81.652845, -81.663349, -81.669059, -81.668746, -81.674557, -81.674646, -81.684555, -81.685379, -81.685754, -81.685656, 41.417367, 41.419412, 41.420615, 41.420228, 41.421303, 
41.421904, 41.422723, 41.43246, 41.432331, 41.432469, 41.430643, 41.429215, 41.427537, 41.426922, 41.425275, 41.422379, 41.422021, 41.420297, 41.420417, 41.419095, 41.420953, 41.421299, 41.419229, 41.419303, 41.414988, 41.413108, 41.41255, 41.406855, 41.406552, 41.406745, 41.410564, 41.410847, 41.413751, 41.413596, 41.41356, 41.415509, 41.417367)))"
39035151100,"Census Tract 1511, Cuyahoga County, Ohio",136.86034873146286,"list(list(c(-81.578205, -81.575343, -81.571107, -81.568209, -81.56564, -81.565343, -81.566423, -81.563727, -81.567924, -81.570088, -81.571673, -81.572867, -81.572073, -81.573038, -81.578378, -81.578205, 41.545186, 41.54521, 41.545059, 41.548051, 41.546229, 41.545165, 41.545503, 41.543756, 41.539412, 41.537168, 41.538325, 41.538963, 41.539792, 41.540251, 41.545186, 41.545186)))"
39035151400,"Census Tract 1514, Cuyahoga County, Ohio",118.1160693654638,"list(list(c(-81.583609, -81.580329, -81.57843, -81.577268, -81.574641, -81.572867, -81.571673, -81.570088, -81.573233, -81.576338, -81.577584, -81.579318, -81.582715, -81.58164, -81.583609, 41.532295, 41.535592, 41.537573, 41.538778, 41.537278, 41.538963, 41.538325, 41.537168, 41.534658, 41.531077, 41.530005, 41.527714, 41.529745, 41.530757, 41.532295)))"
39035152702,"Census Tract 1527.02, Cuyahoga County, Ohio",100.25700452899271,"list(list(c(-81.547793, -81.540744, -81.537014, -81.531238, -81.530226, -81.533286, -81.534763, -81.53187, -81.531082, -81.528977, -81.529278, -81.527254, -81.527252, -81.527599, -81.528888, -81.532744, -81.540503, -81.542838, -81.543863, -81.544129, -81.546741, -81.547793, 41.558553, 41.563969, 41.567278, 41.56306, 41.561502, 41.560203, 41.558051, 41.554959, 41.55217, 41.551049, 41.54954, 41.546706, 41.545378, 41.545331, 41.545354, 41.545351, 41.551056, 41.551579, 41.552596, 41.55604, 41.55788, 
41.558553)))"
39035154200,"Census Tract 1542, Cuyahoga County, Ohio",116.44655916858824,"list(list(c(-81.618897, -81.615408, -81.615365, -81.615248, -81.610571, -81.606685, -81.600717, -81.598516, -81.598293, -81.602219, -81.604551, -81.604547, -81.606206, -81.6115, -81.612446, -81.615661, -81.618897, 41.434288, 41.434271, 41.436335, 41.439405, 41.436403, 41.433916, 41.431071, 41.427156, 41.424641, 41.423965, 41.423986, 41.425352, 41.428017, 41.428205, 41.425936, 41.430061, 41.434288)))"
39035160500,"Census Tract 1605, Cuyahoga County, Ohio",88.96679527706434,"list(list(c(-81.796858, -81.794471, -81.794429, -81.790645, -81.7826528080671, -81.78278, -81.782881, -81.782929, -81.78737, -81.789429, -81.790772, -81.794593, -81.795594, -81.795537, -81.795424, -81.796919, -81.796858, 41.493066, 41.492947, 41.496152, 41.495025, 41.496001749342, 41.490846, 41.487038, 41.484913, 41.48533, 41.485524, 41.485561, 41.485394, 41.485358, 41.487245, 41.491669, 41.491776, 41.493066)))"
39035171102,"Census Tract 1711.02, Cuyahoga County, Ohio",105.6750605351643,"list(list(c(-81.565987, -81.556423, -81.551587, -81.548232, -81.537322, -81.527366, -81.527319, -81.537224, -81.553507, -81.553395, -81.5546, -81.556086, -81.556093, -81.565139, -81.565909, -81.565987, 41.416972, 41.416974, 41.416982, 41.416994, 41.41697, 41.416929, 41.409465, 41.409626, 41.409496, 41.407862, 41.406845, 41.405681, 41.40522, 41.411887, 41.412439, 41.416972)))"
39035171205,"Census Tract 1712.05, Cuyahoga County, Ohio",101.4822711357983,"list(list(c(-81.584623, -81.575218, -81.557329, -81.556037, -81.556011, -81.565622, -81.565612, -81.575092, -81.575108, -81.584571, -81.584682, -81.584623, 41.402155, 41.402167, 41.402182, 41.402182, 41.394903, 41.394912, 41.395458, 41.395433, 41.395974, 41.39599, 41.396915, 41.402155)))"
39035172103,"Census Tract 1721.03, Cuyahoga County, Ohio",98.5834809407131,"list(list(c(-81.447824, -81.438788, -81.432072, -81.432336, -81.438669, -81.443596, -81.444713, -81.444251, -81.445331, -81.447824, 41.533147, 41.533011, 41.532998, 41.52012, 41.520097, 41.520032, 41.520044, 41.523462, 41.527082, 41.533147)))"
39035154604,"Census Tract 1546.04, Cuyahoga County, Ohio",96.92906742006716,"list(list(c(-81.599652, -81.590033, -81.590044, -81.585204, -81.584598, -81.584623, -81.584682, -81.584571, -81.584715, -81.592211, -81.594623, -81.596688, -81.598602, -81.600409, -81.599652, 41.409587, 41.409781, 41.41055, 41.410623, 41.408261, 41.402155, 41.396915, 41.39599, 41.394825, 41.398233, 41.40097, 41.403984, 41.406763, 41.409316, 41.409587)))"
39035160700,"Census Tract 1607, Cuyahoga County, Ohio",99.25221852332011,"list(list(c(-81.833953, -81.833064, -81.831885, -81.831644, -81.831575, -81.822644, -81.823895, -81.823928, -81.828435, -81.827058, -81.829414, -81.833234, -81.833953, 41.478713, 41.480452, 41.482373, 41.483156, 41.484868, 41.487407, 41.486194, 41.483951, 41.4806, 41.479447, 41.477167, 41.47705, 41.478713)))"
39035106500,"Census Tract 1065, Cuyahoga County, Ohio",106.311961907383,"list(list(c(-81.734354, -81.734366, -81.728662, -81.728857, -81.728858, -81.728879, -81.726882, -81.726898, -81.716312, -81.712628, -81.716199, -81.71985, -81.721257, -81.7281, -81.734437, -81.734354, 41.422045, 41.423772, 41.423793, 41.426027, 41.428698, 41.430336, 41.430336, 41.432181, 41.43213, 41.432142, 41.428962, 41.425797, 41.424626, 41.418703, 41.418637, 41.422045)))"
39035111500,"Census Tract 1115, Cuyahoga County, Ohio",141.18776337301227,"list(list(c(-81.650244, -81.648049, -81.646996, -81.645321, -81.643428, -81.642179, -81.641615, -81.64425, -81.644234, -81.648882, -81.648913, -81.650244, 41.523039, 41.524017, 41.524507, 41.525286, 41.523139, 41.521742, 41.521108, 41.520388, 41.518719, 41.51824, 41.521345, 41.523039)))"
39035112100,"Census Tract 1121, Cuyahoga County, Ohio",155.24965560937173,"list(list(c(-81.651905, -81.648882, -81.644234, -81.642683, -81.639865, -81.63358, -81.633053, -81.637311, -81.636817, -81.636267, -81.639619, -81.639603, -81.641258, -81.641253, -81.645787, -81.645747, -81.651864, -81.651893, -81.651905, 41.517902, 41.51824, 41.518719, 41.518876, 41.519158, 41.518483, 41.517409, 41.516286, 41.515747, 41.515108, 41.514827, 41.514165, 41.514153, 41.515738, 41.515682, 41.514018, 41.513984, 41.516219, 41.517902)))"
39035112400,"Census Tract 1124, Cuyahoga County, Ohio",116.33425406293756,"list(list(c(-81.645787, -81.641253, -81.641258, -81.639603, -81.639619, -81.636267, -81.633665, -81.633566, -81.634688, -81.637861, -81.644445, -81.644477, -81.645717, -81.645747, -81.645787, 41.515682, 41.515738, 41.514153, 41.514165, 41.514827, 41.515108, 41.512245, 41.509308, 41.509308, 41.508549, 41.508466, 41.511024, 41.511016, 41.514018, 41.515682)))"
39035115900,"Census Tract 1159, Cuyahoga County, Ohio",123.01405509542587,"list(list(c(-81.633304, -81.62639, -81.623368, -81.625088, -81.62416, -81.623277, -81.621501, -81.621514, -81.615248, -81.615365, -81.615408, -81.618897, -81.621318, -81.6248, -81.625838, -81.630711, -81.633121, -81.63315, -81.633017, -81.633406, -81.633304, 41.44141, 41.441477, 41.441493, 41.443949, 41.445055, 41.444655, 41.443602, 41.443112, 41.439405, 41.436335, 41.434271, 41.434288, 41.434277, 41.434231, 41.434222, 41.434174, 41.434136, 41.435783, 41.436609, 41.438639, 41.44141)))"
39035118900,"Census Tract 1189, Cuyahoga County, Ohio",120.99435325725577,"list(list(c(-81.630853, -81.630617, -81.62708, -81.62182, -81.616223, -81.615386, -81.61526, -81.624545, -81.630668, -81.630853, 41.505303, 41.505476, 41.509384, 41.510338, 41.510808, 41.511282, 41.503736, 41.503444, 41.503746, 41.505303)))"
39035119701,"Census Tract 1197.01, Cuyahoga County, Ohio",116.16692372013593,"list(list(c(-81.591951, -81.591199, -81.590393, -81.590394, -81.589291, -81.585038, -81.58495, -81.584791, -81.584707, -81.587959, -81.588691, -81.589625, -81.590737, -81.591878, -81.591869, -81.591928, -81.591951, 41.478001, 41.477996, 41.477988, 41.479647, 41.479529, 41.479068, 41.472168, 41.471803, 41.47113, 41.471108, 41.4711, 41.471092, 41.471086, 41.471159, 41.472825, 41.475222, 41.478001)))"
